Unnamed: 0,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
69586,0.0,142.375,Sri Lanka,England,Cardiff,8,110,5.892857142857142,4,28.0,1.0,129,1.0
104967,0.0,149.27586206896552,Pakistan,Australia,Johannesburg,43,105,8.181818181818182,6,50.0,0.0,165,2.0
39556,0.0,172.66666666666666,South Africa,West Indies,St George's,29,139,9.164835164835166,7,38.0,,166,1.0
98268,0.0,149.28571428571428,South Africa,Sri Lanka,Cape Town,19,119,7.069306930693069,5,50.0,2.0,134,2.0
129165,0.0,131.0,Australia,Sri Lanka,Melbourne,55,85,7.846153846153846,8,44.0,,145,2.0
114465,0.0,162.58333333333334,New Zealand,India,Hamilton,41,102,7.746835443037975,7,34.0,,179,2.0
124811,0.0,143.44444444444446,England,Australia,Southampton,20,173,10.38,5,59.0,1.0,209,2.0
71904,0.0,143.5,Pakistan,West Indies,St Vincent,39,81,6.0,6,31.0,1.0,135,1.0
117475,0.0,135.609756097561,Sri Lanka,West Indies,Colombo,39,65,4.814814814814815,4,21.0,5.0,101,2.0
167365,1.0,156.33333333333334,West Indies,Australia,Gros Islet,90,42,8.4,9,42.0,1.0,142,2.0
80673,0.0,182.0,England,New Zealand,Napier,28,156,10.17391304347826,8,60.0,0.0,241,1.0
33587,0.0,169.58823529411765,India,Sri Lanka,Pallekele,63,69,7.263157894736842,9,32.0,0.0,155,1.0
8219,0.0,138.1627906976744,England,Pakistan,Dubai,79,42,6.146341463414634,7,26.0,3.0,160,1.0
101064,0.0,128.3953488372093,Pakistan,New Zealand,Dubai,83,45,7.297297297297297,10,42.0,0.0,140,2.0
42393,0.0,152.8,Australia,West Indies,London,4,154,7.9655172413793105,3,44.0,3.0,169,1.0
169799,0.0,122.75,West Indies,India,Lucknow,40,81,6.074999999999999,5,21.0,1.0,124,2.0
76437,0.0,181.5,Zimbabwe,South Africa,Bloemfontein,11,142,7.816513761467889,7,45.0,,168,1.0
1302,0.0,154.0,West Indies,Australia,St Lucia,57,66,6.285714285714286,8,28.0,1.0,150,1.0
42608,0.0,152.8,West Indies,England,London,30,138,9.2,6,54.0,2.0,169,1.0
47827,0.0,183.3333333333333,Bangladesh,India,Rajkot,33,109,7.517241379310345,6,32.0,3.0,153,1.0
8461,1.0,138.1627906976744,Pakistan,England,Dubai,87,22,4.0,8,21.0,2.0,129,1.0
80481,0.0,130.71428571428572,South Africa,Sri Lanka,Hambantota,54,62,5.636363636363637,7,32.0,2.0,145,1.0
13973,0.0,170.24137931034485,West Indies,South Africa,Johannesburg,65,94,10.254545454545456,10,50.0,0.0,205,1.0
22615,0.0,157.21428571428572,Zimbabwe,India,Harare,11,87,4.788990825688073,2,17.0,3.0,99,1.0
82840,0.0,177.33333333333334,Pakistan,South Africa,Centurion,77,65,9.069767441860463,9,48.0,1.0,195,1.0
4536,0.0,160.83333333333334,Pakistan,England,Nottingham,48,111,9.25,10,53.0,0.0,232,1.0
107660,0.0,135.2,New Zealand,Australia,Wellington,25,81,5.11578947368421,2,36.0,4.0,106,2.0
130642,0.0,141.33333333333334,Netherlands,England,London,32,127,8.65909090909091,6,38.0,1.0,163,2.0
57342,1.0,163.23076923076923,Australia,England,Sydney,87,70,12.727272727272728,9,64.0,1.0,221,1.0
165052,0.0,154.25,South Africa,India,Centurion,55,99,9.138461538461538,8,,,189,
1328,0.0,154.0,West Indies,Australia,St Lucia,31,97,6.539325842696629,6,38.0,2.0,150,1.0
28677,0.0,153.14285714285714,India,South Africa,Colombo,71,54,6.612244897959184,7,,,152,
159009,0.0,152.25,Bangladesh,Zimbabwe,Khulna,67,67,7.584905660377358,5,41.0,1.0,162,2.0
36673,0.0,146.41666666666666,Sri Lanka,Ireland,Abu Dhabi,60,78,7.8,7,48.0,0.0,171,1.0
140648,0.0,130.3448275862069,Bangladesh,Zimbabwe,Mirpur,59,79,7.770491803278689,7,34.0,1.0,136,2.0
14249,0.0,170.24137931034485,India,South Africa,Johannesburg,43,137,10.675324675324674,7,40.0,1.0,203,1.0
152413,0.0,150.0,West Indies,Pakistan,Providence,26,98,6.25531914893617,6,33.0,2.0,150,2.0
62106,0.0,179.8,Ireland,Afghanistan,Dehradun,22,94,5.755102040816327,4,29.0,1.0,132,1.0
173369,0.0,125.33333333333331,Ireland,South Africa,Belfast,57,63,6.0,5,27.0,3.0,117,2.0
14146,0.0,170.24137931034485,New Zealand,India,Johannesburg,22,140,8.571428571428571,5,51.0,,190,1.0
61314,0.0,154.66666666666666,Afghanistan,Ireland,Bready,69,97,11.411764705882351,9,56.0,1.0,160,1.0
72351,0.0,174.0,West Indies,India,Chennai,21,140,8.484848484848484,7,54.0,1.0,181,1.0
37461,0.0,146.41666666666666,Afghanistan,Zimbabwe,Abu Dhabi,17,154,8.970873786407767,6,41.0,,193,1.0
145650,0.0,150.25,Ireland,Netherlands,Rotterdam,83,35,5.675675675675675,8,25.0,2.0,140,2.0
1795,0.0,154.0,Afghanistan,India,St Lucia,55,52,4.8,7,23.0,0.0,115,1.0
115594,0.0,170.6,Pakistan,New Zealand,Chandigarh,23,131,8.103092783505154,6,38.0,2.0,158,2.0
71445,0.0,181.5,New Zealand,Australia,Christchurch,5,167,8.71304347826087,5,57.0,1.0,184,1.0
170733,0.0,157.57142857142858,West Indies,New Zealand,Mount Maunganui,63,88,9.263157894736842,5,39.0,2.0,124,2.0
125151,0.0,129.41666666666666,Pakistan,Sri Lanka,Abu Dhabi,17,100,5.825242718446601,4,33.0,2.0,125,2.0
8214,1.0,138.1627906976744,England,Pakistan,Dubai,84,40,6.666666666666667,7,34.0,,160,1.0
141952,0.0,130.3448275862069,Bangladesh,West Indies,Mirpur,41,66,5.012658227848101,3,21.0,4.0,98,2.0
87851,1.0,165.5,Afghanistan,West Indies,Lucknow,91,24,4.965517241379311,8,,,156,1.0
91680,0.0,194.0,South Africa,Zimbabwe,Kimberley,35,120,8.470588235294118,7,40.0,0.0,194,1.0
93893,0.0,148.91666666666666,Pakistan,West Indies,St Lucia,5,137,7.147826086956521,1,37.0,3.0,143,2.0
78653,0.0,182.3333333333333,Australia,England,Hobart,23,166,10.2680412371134,7,50.0,2.0,213,1.0
81434,1.0,129.4,Bangladesh,Ireland,Dharamsala,90,63,12.6,9,63.0,1.0,94,1.0
53565,0.0,148.20689655172413,New Zealand,Bangladesh,Mirpur,33,142,9.79310344827586,8,,,204,
88244,0.0,136.0,Zimbabwe,West Indies,Antigua,63,54,5.684210526315789,7,26.0,1.0,130,1.0
164138,,156.75,New Zealand,Bangladesh,Napier,30,108,7.2,6,,,143,
130156,0.0,141.33333333333334,Pakistan,Sri Lanka,London,47,77,6.328767123287672,7,36.0,0.0,131,2.0
40291,0.0,139.69230769230768,Australia,England,Melbourne,36,95,6.785714285714286,5,23.0,3.0,147,1.0
124023,1.0,143.44444444444446,England,Sri Lanka,Southampton,88,32,6.0,8,32.0,2.0,144,2.0
147643,1.0,120.66666666666669,Ireland,Afghanistan,Bready,91,38,7.862068965517242,8,38.0,2.0,144,2.0
72492,0.0,140.16666666666666,Sri Lanka,Zimbabwe,Guyana,10,164,8.945454545454545,5,50.0,1.0,173,1.0
48758,0.0,168.66666666666666,West Indies,New Zealand,Auckland,38,78,5.707317073170732,6,36.0,1.0,126,1.0
110093,0.0,125.15789473684212,Sri Lanka,Bangladesh,Dhaka,45,131,10.48,6,41.0,2.0,194,2.0
25764,0.0,177.6,Australia,Pakistan,Chandigarh,69,66,7.764705882352941,7,38.0,3.0,193,1.0
174188,0.0,158.0,India,Sri Lanka,Indore,32,102,6.954545454545455,8,27.0,1.0,144,2.0
175085,0.0,171.0,England,South Africa,Taunton,72,68,8.5,9,37.0,0.0,171,2.0
26198,,177.6,South Africa,India,Chandigarh,13,128,7.177570093457945,6,,,149,
138884,0.0,126.0,West Indies,England,Kolkata,75,40,5.333333333333333,7,28.0,0.0,161,2.0
51869,0.0,143.0,Pakistan,Bangladesh,Kolkata,55,97,8.953846153846154,9,43.0,0.0,201,1.0
51506,0.0,143.0,Afghanistan,Sri Lanka,Kolkata,53,51,4.567164179104478,6,10.0,3.0,153,1.0
55663,0.0,148.20689655172413,Bangladesh,India,Mirpur,36,85,6.071428571428571,5,34.0,2.0,138,1.0
77487,0.0,140.66666666666666,Sri Lanka,West Indies,Coolidge,70,79,9.48,10,50.0,0.0,160,1.0
118734,0.0,135.609756097561,Bangladesh,India,Colombo,42,104,8.0,6,44.0,1.0,159,2.0
18756,0.0,145.89473684210526,Bangladesh,Australia,Dhaka,80,35,5.25,9,,,104,1.0
6768,0.0,156.9047619047619,South Africa,England,Cape Town,34,92,6.418604651162791,5,34.0,2.0,154,1.0
146964,0.0,130.8,England,Sri Lanka,Chattogram,39,113,8.37037037037037,8,60.0,0.0,190,2.0
59716,0.0,149.0,England,New Zealand,Chattogram,39,109,8.074074074074074,6,33.0,1.0,172,1.0
18997,1.0,145.89473684210526,West Indies,Bangladesh,Dhaka,85,82,14.05714285714286,9,69.0,1.0,190,1.0
78522,0.0,182.3333333333333,England,Australia,Hobart,28,126,8.217391304347826,5,28.0,2.0,155,1.0
59378,0.0,149.0,South Africa,New Zealand,Chattogram,1,168,8.470588235294118,4,69.0,2.0,170,1.0
119813,0.0,135.609756097561,Sri Lanka,Pakistan,Colombo,17,118,6.87378640776699,2,21.0,5.0,120,2.0
18506,0.0,145.89473684210526,Bangladesh,West Indies,Dhaka,75,69,9.2,9,41.0,1.0,211,1.0
136861,0.0,149.95833333333334,India,New Zealand,Auckland,6,204,10.736842105263158,6,60.0,0.0,204,2.0
147695,0.0,120.66666666666669,Ireland,Afghanistan,Bready,39,101,7.481481481481482,4,40.0,2.0,144,2.0
166781,0.0,166.66666666666666,England,India,Ahmedabad,70,70,8.399999999999999,9,46.0,0.0,158,2.0
21517,0.0,157.21428571428572,Australia,Zimbabwe,Harare,1,227,11.445378151260504,9,64.0,1.0,229,1.0
151280,0.0,132.1764705882353,Bangladesh,Australia,Barbados,66,50,5.555555555555555,6,32.0,0.0,114,2.0
141444,0.0,130.3448275862069,Bangladesh,Pakistan,Mirpur,81,37,5.6923076923076925,8,,,140,2.0
150809,0.0,132.1764705882353,England,Australia,Barbados,71,58,7.102040816326531,9,,,148,2.0
4126,1.0,160.83333333333334,Sri Lanka,New Zealand,Nottingham,88,43,8.0625,8,40.0,1.0,158,1.0
58678,0.0,163.25,Netherlands,Zimbabwe,Rotterdam,82,57,9.0,7,44.0,3.0,152,1.0
85413,0.0,171.66666666666666,West Indies,Australia,Gros Islet,0,199,9.86776859504132,2,27.0,,199,1.0
168200,0.0,145.2,Australia,West Indies,Brisbane,16,142,8.192307692307693,2,44.0,4.0,164,2.0
54275,0.0,148.20689655172413,India,Sri Lanka,Mirpur,72,47,5.875,9,36.0,0.0,130,1.0
8945,0.0,138.1627906976744,West Indies,Pakistan,Dubai,66,43,4.777777777777778,5,25.0,1.0,115,1.0
18394,0.0,145.89473684210526,New Zealand,Bangladesh,Dhaka,62,58,6.0,6,,,128,1.0
68582,1.0,169.22222222222223,New Zealand,West Indies,Mount Maunganui,91,52,10.758620689655173,10,52.0,0.0,243,1.0
38659,0.0,146.41666666666666,Bangladesh,England,Abu Dhabi,63,53,5.578947368421052,7,,,124,1.0
11530,0.0,138.1627906976744,Ireland,Afghanistan,Dubai,9,133,7.1891891891891895,3,29.0,2.0,142,1.0
100142,1.0,128.3953488372093,South Africa,Pakistan,Dubai,86,39,6.88235294117647,9,32.0,1.0,99,2.0
83461,0.0,141.66666666666666,Pakistan,Australia,Perth,79,41,6.0,7,31.0,3.0,106,1.0
167617,0.0,156.33333333333334,Australia,West Indies,Gros Islet,63,100,10.526315789473683,6,48.0,2.0,127,2.0
105611,0.0,149.27586206896552,Sri Lanka,South Africa,Johannesburg,30,137,9.133333333333333,3,,,137,
62606,0.0,174.5,Netherlands,Ireland,Al Amarat,17,152,8.854368932038835,7,35.0,1.0,167,1.0
155347,0.0,130.42857142857142,Netherlands,Ireland,Dublin,27,94,6.064516129032258,6,23.0,2.0,129,2.0
95981,0.0,143.0,India,South Africa,Nottingham,37,69,4.987951807228916,5,14.0,3.0,118,2.0
73608,0.0,151.36363636363637,India,England,Manchester,33,123,8.482758620689655,5,46.0,4.0,165,1.0
173967,0.0,121.5,New Zealand,West Indies,Dominica,51,92,8.0,8,46.0,,117,2.0
76406,0.0,181.5,Zimbabwe,South Africa,Bloemfontein,41,96,7.29113924050633,8,51.0,1.0,168,1.0
100998,0.0,128.3953488372093,Pakistan,Australia,Dubai,47,69,5.671232876712329,8,26.0,0.0,109,2.0
39316,0.0,172.66666666666666,South Africa,West Indies,St George's,10,150,8.181818181818182,5,31.0,,167,1.0
53443,0.0,148.20689655172413,India,Australia,Mirpur,29,102,6.725274725274725,6,38.0,1.0,159,1.0
58919,1.0,163.25,Ireland,Netherlands,Rotterdam,89,58,11.225806451612902,10,54.0,0.0,158,1.0
81723,0.0,129.4,India,South Africa,Dharamsala,17,170,9.902912621359222,7,41.0,2.0,199,1.0
33615,0.0,169.58823529411765,India,Sri Lanka,Pallekele,36,109,7.785714285714286,8,41.0,1.0,155,1.0
47335,0.0,166.2,Netherlands,Zimbabwe,Sylhet,35,91,6.423529411764706,5,31.0,1.0,140,1.0
95251,0.0,143.0,South Africa,England,Nottingham,52,63,5.5588235294117645,9,33.0,0.0,114,2.0
79768,0.0,110.0,Afghanistan,West Indies,St Kitts,19,72,4.2772277227722775,2,25.0,1.0,110,1.0
42600,0.0,152.8,West Indies,England,London,38,123,9.0,7,59.0,1.0,169,1.0
125701,0.0,129.41666666666666,Australia,South Africa,Abu Dhabi,56,55,5.15625,7,29.0,1.0,121,2.0
121185,,135.609756097561,Sri Lanka,New Zealand,Colombo,17,129,7.514563106796116,5,,,148,
145834,0.0,130.8,Netherlands,South Africa,Chattogram,26,126,8.042553191489363,2,26.0,4.0,139,2.0
77295,0.0,156.0,England,Sri Lanka,Delhi,16,137,7.903846153846154,7,49.0,0.0,171,1.0
3665,0.0,160.83333333333334,England,South Africa,Nottingham,52,66,5.823529411764706,7,39.0,0.0,111,1.0
5867,0.0,156.9047619047619,South Africa,Australia,Cape Town,60,87,8.7,8,28.0,1.0,178,1.0
124024,1.0,143.44444444444446,England,Sri Lanka,Southampton,87,32,5.818181818181818,8,32.0,,144,2.0
2963,0.0,154.71428571428572,India,Australia,Bengaluru,11,157,8.642201834862385,7,65.0,,190,1.0
16594,0.0,162.46666666666667,New Zealand,Australia,Wellington,13,111,6.224299065420561,4,39.0,2.0,118,1.0
42483,0.0,152.8,South Africa,New Zealand,London,36,99,7.071428571428571,8,39.0,1.0,165,1.0
40670,0.0,139.69230769230768,South Africa,Australia,Melbourne,14,92,5.2075471698113205,5,31.0,1.0,101,1.0
88306,0.0,136.0,Zimbabwe,West Indies,Antigua,4,125,6.465517241379311,3,39.0,4.0,130,1.0
56809,0.0,159.33333333333334,England,Sri Lanka,Bristol,2,136,6.915254237288135,3,28.0,2.0,136,1.0
162412,0.0,147.33333333333334,Australia,England,Chester-le-Street,5,163,8.504347826086956,1,47.0,4.0,168,2.0
38403,0.0,146.41666666666666,Sri Lanka,West Indies,Abu Dhabi,66,75,8.333333333333334,9,46.0,1.0,189,1.0
4316,0.0,160.83333333333334,Sri Lanka,West Indies,Nottingham,25,160,10.105263157894736,8,50.0,2.0,192,1.0
4139,0.0,160.83333333333334,Sri Lanka,New Zealand,Nottingham,75,59,7.866666666666666,8,43.0,1.0,158,1.0
48381,0.0,168.66666666666666,Australia,New Zealand,Auckland,48,109,9.083333333333334,6,45.0,0.0,214,1.0
140566,0.0,130.3448275862069,Bangladesh,New Zealand,Mirpur,18,166,9.764705882352942,4,46.0,0.0,189,2.0
121035,0.0,135.609756097561,Sri Lanka,England,Colombo,43,92,7.1688311688311686,5,34.0,2.0,157,2.0
122581,0.0,147.11764705882354,Sri Lanka,New Zealand,Pallekele,26,136,8.680851063829788,7,24.0,2.0,174,2.0
65283,0.0,191.25,South Africa,Afghanistan,Mumbai,6,189,9.947368421052632,6,67.0,1.0,209,1.0
10662,0.0,138.1627906976744,South Africa,Pakistan,Dubai,52,79,6.970588235294117,9,33.0,0.0,150,1.0
164757,0.0,154.25,South Africa,New Zealand,Centurion,42,96,7.384615384615385,6,35.0,1.0,145,2.0
146957,0.0,130.8,England,Sri Lanka,Chattogram,46,99,8.027027027027026,8,50.0,0.0,190,2.0
154234,0.0,109.5,West Indies,Pakistan,Karachi,51,48,4.173913043478261,4,21.0,2.0,60,2.0
135015,0.0,153.6,Netherlands,Ireland,Sylhet,69,110,12.941176470588236,7,46.0,,193,2.0
129043,0.0,131.0,Sri Lanka,Australia,Melbourne,53,93,8.328358208955224,7,30.0,2.0,172,2.0
32869,0.0,153.14285714285714,Sri Lanka,India,Colombo,66,74,8.222222222222221,9,36.0,1.0,171,1.0
63896,0.0,153.88235294117646,West Indies,India,Barbados,76,39,5.318181818181818,10,27.0,0.0,169,1.0
91518,0.0,118.0,India,Australia,Guwahati,71,51,6.244897959183674,6,34.0,1.0,118,1.0
122089,0.0,147.11764705882354,Sri Lanka,New Zealand,Pallekele,55,88,8.123076923076923,9,35.0,,143,2.0
3965,0.0,160.83333333333334,Australia,Sri Lanka,Nottingham,3,151,7.743589743589744,2,58.0,,159,1.0
154145,0.0,109.5,Pakistan,West Indies,Karachi,34,122,8.511627906976743,8,35.0,1.0,154,2.0
38167,0.0,146.41666666666666,Afghanistan,Zimbabwe,Abu Dhabi,56,75,7.03125,8,33.0,1.0,183,1.0
17814,0.0,162.46666666666667,New Zealand,India,Wellington,19,179,10.633663366336634,6,52.0,3.0,219,1.0
19369,0.0,145.89473684210526,Afghanistan,Zimbabwe,Dhaka,57,77,7.333333333333333,8,,,197,1.0
14384,0.0,170.24137931034485,Australia,South Africa,Johannesburg,38,87,6.365853658536586,6,38.0,2.0,147,1.0
173160,0.0,176.0,Sri Lanka,Australia,Victoria,20,125,7.499999999999999,3,33.0,2.0,176,2.0
10958,1.0,138.1627906976744,Sri Lanka,Pakistan,Dubai,84,41,6.833333333333333,9,38.0,1.0,145,1.0
80823,0.0,182.0,New Zealand,Pakistan,Napier,2,169,8.59322033898305,3,51.0,3.0,173,1.0
22364,0.0,157.21428571428572,Pakistan,Zimbabwe,Harare,14,111,6.283018867924528,4,25.0,2.0,136,1.0
127831,0.0,161.66666666666666,West Indies,South Africa,St George's,71,61,7.469387755102042,8,30.0,2.0,150,2.0
160175,0.0,172.0,Bangladesh,South Africa,Bloemfontein,83,55,8.91891891891892,9,45.0,1.0,175,2.0
24913,0.0,178.75,New Zealand,West Indies,Hamilton,62,104,10.758620689655173,10,,,191,
137543,0.0,149.95833333333334,Australia,New Zealand,Auckland,60,83,8.3,8,44.0,2.0,121,2.0
82457,1.0,177.33333333333334,South Africa,England,Centurion,87,64,11.636363636363637,10,62.0,0.0,241,1.0
173046,0.0,147.0,England,South Africa,Paarl,11,137,7.541284403669724,5,54.0,1.0,147,2.0
37341,0.0,146.41666666666666,West Indies,Australia,Abu Dhabi,11,136,7.486238532110091,4,44.0,1.0,157,1.0
8748,0.0,138.1627906976744,India,New Zealand,Dubai,45,60,4.8,6,20.0,2.0,110,1.0
19372,0.0,145.89473684210526,Afghanistan,Zimbabwe,Dhaka,54,80,7.272727272727272,8,22.0,1.0,197,1.0
30172,0.0,153.14285714285714,South Africa,Pakistan,Colombo,53,53,4.746268656716418,7,25.0,,133,1.0
3306,0.0,154.71428571428572,Bangladesh,Australia,Bengaluru,39,94,6.962962962962963,6,44.0,2.0,156,1.0
578,0.0,159.2,West Indies,New Zealand,Lauderhill,33,114,7.862068965517241,8,38.0,1.0,177,1.0
83487,0.0,141.66666666666666,Pakistan,Australia,Perth,54,63,5.727272727272728,6,28.0,1.0,106,1.0
138249,0.0,128.66666666666666,Sri Lanka,India,Pune,60,48,4.8,8,,,105,2.0
50483,0.0,168.66666666666666,New Zealand,India,Auckland,21,133,8.06060606060606,5,36.0,1.0,158,1.0
30940,0.0,153.14285714285714,Bangladesh,Sri Lanka,Colombo,30,109,7.266666666666667,5,33.0,1.0,155,1.0
41376,0.0,139.69230769230768,Australia,India,Melbourne,35,96,6.776470588235294,5,35.0,1.0,131,1.0
144403,0.0,141.92307692307693,New Zealand,Australia,Sydney,39,88,6.518518518518518,7,31.0,1.0,149,2.0
102982,0.0,128.3953488372093,Ireland,Netherlands,Dubai,35,90,6.352941176470589,5,30.0,3.0,137,2.0
146474,0.0,130.8,Zimbabwe,Bangladesh,Chattogram,64,48,5.142857142857142,4,,,136,
88546,0.0,136.0,South Africa,West Indies,Antigua,14,100,5.660377358490566,5,31.0,0.0,120,1.0
41220,0.0,139.69230769230768,England,Australia,Melbourne,63,63,6.631578947368421,7,,,137,1.0
166226,1.0,91.5,Sri Lanka,India,Cuttack,84,40,6.666666666666667,8,29.0,2.0,87,2.0
12827,0.0,138.1627906976744,Sri Lanka,Pakistan,Dubai,75,58,7.733333333333333,10,37.0,0.0,211,1.0
157019,1.0,174.0,India,West Indies,Chennai,86,46,8.117647058823529,8,41.0,2.0,182,2.0
113753,0.0,138.07142857142858,Zimbabwe,Pakistan,Harare,20,109,6.539999999999999,4,46.0,1.0,136,2.0
19071,0.0,145.89473684210526,West Indies,Bangladesh,Dhaka,15,181,10.342857142857143,3,30.0,,190,1.0
43615,0.0,152.8,India,West Indies,London,19,120,7.128712871287129,6,54.0,1.0,153,1.0
4075,0.0,160.83333333333334,India,Bangladesh,Nottingham,15,151,8.628571428571428,7,50.0,2.0,180,1.0
12595,0.0,138.1627906976744,Pakistan,Australia,Dubai,62,72,7.448275862068966,10,31.0,0.0,150,1.0
16532,0.0,162.46666666666667,New Zealand,Australia,Wellington,74,36,4.695652173913043,7,29.0,2.0,118,1.0
10650,0.0,138.1627906976744,South Africa,Pakistan,Dubai,64,62,6.642857142857142,9,29.0,1.0,150,1.0
87814,0.0,165.5,West Indies,Afghanistan,Lucknow,6,150,7.894736842105263,5,,,164,1.0
172608,0.0,132.0,Ireland,West Indies,Jamaica,28,94,6.130434782608695,7,,,117,
35946,0.0,168.44444444444446,Sri Lanka,England,Southampton,53,95,8.507462686567164,6,29.0,4.0,163,1.0
161985,0.0,167.33333333333334,Australia,England,Hobart,65,83,9.054545454545456,7,,,161,2.0
134065,0.0,146.15384615384616,England,India,Durban,39,123,9.11111111111111,8,43.0,1.0,200,2.0
44975,0.0,129.66666666666666,Pakistan,West Indies,Trinidad,14,102,5.773584905660377,2,29.0,4.0,132,1.0
4383,0.0,160.83333333333334,South Africa,India,Nottingham,80,51,7.649999999999999,9,38.0,,130,1.0
130647,0.0,141.33333333333334,Netherlands,England,London,27,131,8.451612903225806,6,33.0,1.0,163,2.0
158722,1.0,117.0,New Zealand,India,Thiruvananthapuram,87,37,6.727272727272728,6,30.0,4.0,61,2.0
134819,0.0,153.6,Ireland,Zimbabwe,Sylhet,21,138,8.363636363636363,6,29.0,2.0,164,2.0
93136,1.0,148.91666666666666,England,Sri Lanka,St Lucia,88,38,7.125,10,35.0,,132,2.0
85596,0.0,166.4,South Africa,Australia,Brisbane,55,64,5.907692307692307,7,28.0,2.0,157,1.0
99212,0.0,128.3953488372093,Pakistan,England,Dubai,80,35,5.25,6,28.0,2.0,112,2.0
35294,1.0,168.44444444444446,South Africa,England,Southampton,86,41,7.235294117647059,7,34.0,2.0,142,1.0
118383,0.0,135.609756097561,Sri Lanka,India,Colombo,43,127,9.896103896103895,6,,,175,2.0
139578,0.0,130.3448275862069,India,Bangladesh,Mirpur,78,55,7.857142857142857,9,47.0,0.0,122,2.0
5777,0.0,156.9047619047619,Pakistan,South Africa,Cape Town,24,144,9.0,8,69.0,0.0,176,1.0
54018,0.0,148.20689655172413,West Indies,India,Mirpur,73,38,4.851063829787234,9,33.0,1.0,129,1.0
54894,0.0,148.20689655172413,South Africa,Bangladesh,Mirpur,60,95,9.5,10,54.0,0.0,169,1.0
104458,0.0,149.27586206896552,South Africa,West Indies,Johannesburg,65,89,9.709090909090907,8,39.0,,208,2.0
120141,0.0,135.609756097561,India,Bangladesh,Colombo,39,105,7.777777777777778,8,33.0,0.0,140,2.0
39014,0.0,146.41666666666666,Pakistan,New Zealand,Abu Dhabi,72,43,5.375,8,,,148,1.0
143082,0.0,130.71428571428572,West Indies,South Africa,Nagpur,83,37,6.0,8,30.0,1.0,123,2.0
93746,0.0,148.91666666666666,Pakistan,Australia,St Lucia,27,124,8.0,4,30.0,2.0,157,2.0
173050,,147.0,England,South Africa,Paarl,7,140,7.433628318584072,5,,,147,
18515,0.0,145.89473684210526,Bangladesh,West Indies,Dhaka,66,83,9.22222222222222,9,41.0,0.0,211,1.0
28004,0.0,153.14285714285714,England,Afghanistan,Colombo,11,159,8.75229357798165,7,57.0,1.0,196,1.0
152066,0.0,180.125,West Indies,England,Mumbai,18,172,10.117647058823527,6,54.0,0.0,183,2.0
152515,0.0,150.0,India,West Indies,Providence,47,77,6.328767123287672,8,31.0,0.0,150,2.0
92736,0.0,119.2,India,West Indies,Lauderhill,46,144,11.675675675675675,7,,,244,2.0
18315,0.0,162.46666666666667,Australia,New Zealand,Wellington,18,122,7.176470588235294,6,30.0,1.0,142,1.0
102092,0.0,128.3953488372093,Pakistan,India,Dubai,16,145,8.365384615384617,10,,,152,
112812,1.0,138.07142857142858,Zimbabwe,India,Harare,89,38,7.354838709677419,9,,,135,2.0
62180,0.0,179.8,Afghanistan,Ireland,Dehradun,70,68,8.16,7,26.0,3.0,210,1.0
165222,0.0,154.25,England,South Africa,Centurion,3,151,7.743589743589744,2,35.0,,157,2.0
13157,0.0,170.24137931034485,Australia,South Africa,Johannesburg,9,171,9.243243243243244,5,40.0,1.0,196,1.0
48710,1.0,168.66666666666666,West Indies,New Zealand,Auckland,86,23,4.0588235294117645,9,17.0,1.0,126,1.0
13633,0.0,170.24137931034485,India,Pakistan,Johannesburg,33,109,7.517241379310345,7,44.0,1.0,157,1.0
128506,0.0,131.0,England,Australia,Melbourne,80,54,8.1,10,40.0,0.0,143,2.0
173401,,125.33333333333331,Ireland,South Africa,Belfast,26,95,6.0638297872340425,2,,,117,
9015,0.0,138.1627906976744,West Indies,Pakistan,Dubai,0,115,5.75,0,37.0,2.0,115,1.0
80403,0.0,130.71428571428572,Zimbabwe,South Africa,Hambantota,9,81,4.378378378378378,2,20.0,2.0,93,1.0
47906,0.0,183.3333333333333,Australia,India,Rajkot,76,84,11.454545454545457,9,56.0,1.0,201,1.0
61423,0.0,154.66666666666666,Zimbabwe,Ireland,Bready,76,35,4.7727272727272725,7,31.0,1.0,124,1.0
6455,1.0,156.9047619047619,Bangladesh,Australia,Cape Town,89,25,4.838709677419355,10,25.0,0.0,123,1.0
170213,0.0,122.75,West Indies,Afghanistan,Lucknow,3,125,6.410256410256411,3,30.0,3.0,127,2.0
101847,0.0,128.3953488372093,Pakistan,Sri Lanka,Dubai,24,117,7.3125,5,43.0,3.0,146,2.0
72711,0.0,140.16666666666666,Sri Lanka,New Zealand,Guyana,35,90,6.352941176470589,8,41.0,0.0,135,1.0
50004,0.0,168.66666666666666,South Africa,New Zealand,Auckland,17,139,8.097087378640776,3,29.0,4.0,165,1.0
132582,1.0,123.16666666666669,West Indies,Pakistan,Trinidad,91,29,6.0,9,29.0,1.0,129,2.0
38582,0.0,146.41666666666666,Pakistan,South Africa,Abu Dhabi,17,92,5.359223300970873,4,26.0,1.0,120,1.0
141634,0.0,130.3448275862069,Bangladesh,West Indies,Mirpur,14,146,8.264150943396226,9,42.0,,179,2.0
33640,0.0,169.58823529411765,India,Sri Lanka,Pallekele,12,142,7.888888888888889,7,36.0,,155,1.0
